platform,id,key,name,rating,user_numbers,creator,last_updated
chrome,mengdaiflgahpehifoiopgcdbjapabpn,bitcoin-price-converter,Bitcoin price converter,4.5,14,coen.baars,2020-02-22 00:00:00
chrome,bgddejjmhilkdllbakkgddjodommlimc,bitcoin-price-ticker,Bitcoin price ticker,4.2,"4,000",Extpose,2020-10-13 00:00:00
chrome,geomlnabmmmpobpkejfngpmgchgcemlj,chksender-blockchain-emai,ChkSender: Blockchain Email-Fraud Protection,5.0,175,Blockchain Security Corp.,2020-04-22 00:00:00
chrome,ejnhnjnlkkchdogfnjjdnpkjggpiodnh,amo-wallet,AMO Wallet,0.0,19,Penta Security Systems Inc,2020-12-01 00:00:00
chrome,epphicpagbghnafnaehaecanjogjbbkk,dot-wallet,DOT Wallet,0.0,180,DOT Wallet,2020-09-10 00:00:00
chrome,gidpkdpdnngpfohekcfkfjbkieeihekj,btc-ticker-bitcoin-ticker,BTC Ticker | Bitcoin Ticker,4.857142857142857,"2,000",Betonimig,2020-11-06 00:00:00
chrome,mbfcnfgpimdeehokhmhdhmpmkphdeamd,ethereum-price-ticker-eth,Ethereum Price Ticker | ETH Price Ticker,5.0,325,"Root Consulting, Inc",2020-08-08 00:00:00
chrome,jojhfeoedkpkglbfimdfabpdfjaoolaf,polymesh-wallet,Polymesh Wallet,5.0,211,Polymath Inc. (Apps),2020-12-18 00:00:00
chrome,cjfeohjffkdehdblcolicjhhnbphcmna,qiwallet,QiWallet,5.0,172,QiSwap,2020-09-27 00:00:00
chrome,odphdhgmjiegkdkkfgnhkeinmknnpaki,bits-and-pieces-puzzles-d,"bits and pieces puzzles, daily casual game",5.0,"7,000",Best Extensions,2020-11-27 00:00:00
chrome,mkjdcoeddifgnbbafjppfcabiggcfhmo,chargedesk-for-stripe-pay,"ChargeDesk for Stripe, PayPal & Braintree",5.0,"2,000",ChargeDesk,2020-06-04 00:00:00
chrome,mmoahbbnojgkclgceahhakhnccimnplk,github-hovercard,GitHub Hovercard,4.641025641025641,"10,000",Justineo,2020-10-24 00:00:00
chrome,aikikoaeiajkpmicefgjfgmaibbhbmho,bitbucket-pull-request-re,BitBucket Pull Request Review Helper,5.0,832,Sean Dwyer,2020-11-24 00:00:00
chrome,afppminkfnfngihdocacbgeajbbdklkf,refined-bitbucket,Refined Bitbucket,4.56,"4,000",Ronald Rey,2020-12-21 00:00:00
chrome,hlagecmhpppmpfdifmigdglnhcpnohib,bitbucket-server-extensio,Bitbucket Server Extension,3.9047619047619047,"2,000",dragouf,2020-11-05 00:00:00
chrome,doahjhcfgmfpebgljcnhjajkpbkjbndf,cardspotter-magic-card-sp,CardSpotter (Magic Card Spotter),5.0,515,Jonas,2020-11-08 00:00:00
chrome,fkamanigbhmdpinnikifipiaaaodjhpc,youwallet,YOUWallet,5.0,15,YOUChain,2020-08-07 00:00:00
chrome,ohianjicfacccnnokflclpcojfiecaib,samourai-wallet,Samourai Wallet,0.0,3,Streetside Development,2020-11-21 00:00:00
chrome,cedkkpjolghccafognlkficihjmfedhc,google-keep-encryptor,Google Keep Encryptor,4.75,216,Naiqus Zhang,2020-11-30 00:00:00
chrome,mcolhhemfacpoaghjidhliecpianpnjn,кэшбек-сервис-secretdisco,Cashback Service - SecretDiscounter.com,5.0,"2,000",SecretDiscounter.com,2020-06-05 00:00:00
chrome,bnoofoejokbhomedmcepbgbphabnboif,live-tv-india-500+-live-t,Live TV India: 500+ live TV Pay Channels,5.0,23,one free tv,2020-12-09 00:00:00
chrome,mhhgjpidhclpobhkdnlopdfhfamalnia,stormx-shop-earn-crypto,StormX: Shop & Earn Crypto,5.0,"3,000",StormX Singapore PTE. LTD.,2020-12-17 00:00:00
chrome,lkcjlnjfpbikmcmbachjpdbijejflpcm,steem-keychain,Steem Keychain,4.705882352941177,"6,000",Matt Rosen (@yabapmatt),2020-03-24 00:00:00
chrome,jhgnbkkipaallpehbohjmkbjofjdmeid,steemkeychain,SteemKeychain,5.0,332,HappyBerrysBoy,2020-12-19 00:00:00
chrome,dbfipcjecamggjfabeaclacjoohfjhhn,кэшбэк-сервис-мегабонус,Cash Back Service Megabonus,4.643331321665661,"200,000",Webimatic LTD,2020-12-04 00:00:00
chrome,kpcngaggbajehefdinhniockfhdhacnb,coinbag-track-all-your-co,Coinbag - Track all your coins in one place,5.0,114,CoinBag,2020-05-29 00:00:00
chrome,apackbelmolgjpdfegmnkpajpdnchkgp,2020wallet,2020Wallet,5.0,32,unfoldlabs,2020-09-07 00:00:00
chrome,fjgfgbfdnkmnbedojpdcfkjmhcbmmpbe,solitaire-100%-free-class,Solitaire - 100% Free Classic Card Game,0.0,470,Vawlt.com,2020-03-30 00:00:00
chrome,ookjlbkiijinhpmnjffcofjonbfbgaoc,thanos-wallet,Thanos Wallet,5.0,946,Madfish Solutions,2020-12-09 00:00:00
chrome,blnieiiffboillknjnepogjhkgnoapac,equal-wallet,EQUAL Wallet,4.732142857142857,"1,000",equalnetwork,2020-08-21 00:00:00
chrome,bbmdccojdbpcpmoadenplnoncfcijgkn,onewallet-kratos-mainnet,OneWallet Kratos Mainnet,5.0,305,OneLedger Technologies Inc.,2020-09-01 00:00:00
chrome,nplfockicpoicmabmpjjkdiepdajflbn,etherscan-quick,Etherscan Quick,0.0,63,dan,2020-01-08 00:00:00
chrome,loiopaejobjggipodncmajcmdolegdan,mcashlight,McashLight,5.0,341,Midas Core Pte Ltd,2020-03-04 00:00:00
chrome,hplnpmobilcipddcpeejfmcpkfcklbpb,accby-wallet,Accby Wallet,0.0,5,accbychain,2020-01-21 00:00:00
chrome,lchdninaaaephipekicpgbbckihhapmj,dungeon-tokens,Dungeon Tokens,0.0,0,rameal.nabeeh,2020-12-08 00:00:00
chrome,ckelpdlfgochnkdgikcgbimdcfgpkhgk,theta-wallet,Theta Wallet,4.857142857142857,520,Theta Labs,2020-12-18 00:00:00
chrome,bmnfikjlonhkoojjfddnlbinkkapmldg,bibitnow,BibItNow!,4.7,"8,000",Langenscheiss,2020-11-08 00:00:00
chrome,anfhjfflodcjcfmgcgfenjlkkehphhal,ferz-wallet,Ferz Wallet,0.0,4,Ferz Inc.,2020-11-03 00:00:00
chrome,imloifkgjagghnncjkhggdhalmcnfklk,trezor-password-manager,Trezor Password Manager,3.844155844155844,"10,000",SatoshiLabs,2020-04-16 00:00:00
chrome,nngceckbapebfimnlniiiahkandclblb,bitwarden-free-password-m,Bitwarden - Free Password Manager,4.8439334637964775,"700,000",Bitwarden Inc.,2020-12-02 00:00:00
chrome,dkdedlpgdmmkkfjabffeganieamfklkm,cyano-wallet,Cyano Wallet,3.235294117647059,"5,000",cyano-publishing,2020-10-22 00:00:00
chrome,cmbagcoinhmacpcgmbiniijboejgiahi,justliquidity-wallet,JustLiquidity Wallet,5.0,93,JustLiquidity,2020-10-13 00:00:00
chrome,icmkfkmjoklfhlfdkkkgpnpldkgdmhoe,cyano-wallet-pro,Cyano Wallet Pro,0.0,30,cyanowallet,2020-11-09 00:00:00
chrome,pnndplcbkakcplkjnolgbkdgjikjednm,tron-wallet-explorer-tron,Tron Wallet & Explorer - Tronium,4.1,"2,000",syattdevelopment,2020-10-19 00:00:00
chrome,nanjmdknhkinifnkgdcggcfnhdaammmj,guildwallet,GuildWallet,4.3076923076923075,"1,000",BitGuild,2020-04-22 00:00:00
chrome,djhecjelehcfnnlbkegkckcngmngdnjf,reynapay,ReynaPay,3.6666666666666665,10,Reyna Foundation,2020-01-15 00:00:00
chrome,bkdlmhjcfkfainkpdcdnaefganapmblg,skywallet,SkyWallet,0.0,5,developer,2020-06-13 00:00:00
chrome,fnabdmcgpkkjjegokfcnfbpneacddpfh,goldmint-lite-wallet,Goldmint Lite Wallet,5.0,317,Goldmint,2020-04-24 00:00:00
chrome,enhknmggbofiiljpiamokbhkmhgocmod,m1-finance-color-changer,M1 Finance Color Changer,0.0,2,VenmarkStudio,2020-02-22 00:00:00
chrome,amkmjjmmflddogmhpjloimipbofnfjih,wombat-eos-telos-wallet,Wombat - EOS & Telos Wallet,4.379310344827586,"10,000",Spielworks GmbH,2020-11-05 00:00:00
chrome,dklmlehijiaepdijfnbbhncfpcoeeljf,fshares-wallet,FShares Wallet,5.0,736,futureshares2019,2020-01-10 00:00:00
chrome,ageolneeodbndbmmlpiepadjjbegbpdj,alucard-selfbot,Alucard-Selfbot,4.666666666666667,11,Discord ✓,2020-12-17 00:00:00
